symbol,signal_time,entry_time,raw_entry_open,sweep_low,ref_low,btc_sigma,vol_percentile,vol_scalar,vol_history_count,atr14
SOL,2021-10-19 20:00:00,2021-10-20 00:00:00,155.77,153.06,153.13,0.01594469299791269,0.6701948924731183,0.5,5952,3.4721428571428583
BTC,2021-10-22 16:00:00,2021-10-22 20:00:00,61032.71,60000.0,60478.1,0.01574776123471514,0.6545485005863628,1.0,5969,1760.2664285714277
BTC,2021-10-23 08:00:00,2021-10-23 12:00:00,61552.24,59562.15,60000.0,0.015731861400055204,0.6531056420559183,1.0,5973,1615.1992857142857
BTC,2021-10-24 16:00:00,2021-10-24 20:00:00,60643.09,59510.63,59562.15,0.014529148993675899,0.5619461628490219,1.0,5981,1210.725714285715
ETH,2021-10-27 08:00:00,2021-10-27 12:00:00,3992.09,3931.59,3961.5,0.014444077435550736,0.5522761380690345,1.0,5997,97.625
SOL,2021-10-27 08:00:00,2021-10-27 12:00:00,189.98,176.94,185.22,0.014444077435550736,0.5522761380690345,1.0,5997,8.693571428571422
ETH,2021-10-28 00:00:00,2021-10-28 04:00:00,3995.65,3890.17,3909.0,0.014335865459920378,0.5430761539743376,1.0,6001,105.33214285714283
BTC,2021-10-28 16:00:00,2021-10-28 20:00:00,61288.87,57820.0,58000.0,0.014371145573751087,0.5453788509575354,1.0,6005,1478.004285714284
BTC,2021-11-01 04:00:00,2021-11-01 08:00:00,62176.29,59405.0,59700.0,0.013480988804732814,0.45021573182874214,1.0,6026,1114.1085714285707
ETH,2021-11-01 04:00:00,2021-11-01 08:00:00,4302.94,4146.3,4164.35,0.013480988804732814,0.45021573182874214,1.0,6026,98.35857142857147
BTC,2021-11-06 12:00:00,2021-11-06 16:00:00,60648.58,60050.0,60081.21,0.012271400404886156,0.36018487949818423,1.0,6058,942.3614285714274
ETH,2021-11-06 12:00:00,2021-11-06 16:00:00,4398.57,4326.17,4338.97,0.012271400404886156,0.36018487949818423,1.0,6058,79.24142857142844
SOL,2021-11-10 04:00:00,2021-11-10 08:00:00,240.87,235.38,235.89,0.012273354058205229,0.36019736842105265,1.0,6080,6.33642857142857
ETH,2021-11-10 20:00:00,2021-11-11 00:00:00,4628.68,4461.93,4574.04,0.012658861418609583,0.39497041420118345,1.0,6084,96.81142857142855
