symbol,datetime,period,close,ref_low,future_ret_6,future_ret_12,future_ret_24,signal_time,entry_time,raw_entry_open,sweep_low,atr14_previous,atr50_previous,bbw_previous,bbw_historical_median,scheme_a_group,scheme_b_group,mae_first6,sweep_stop_hit_first6
BTC,2020-02-02 04:00:00,2019-2020,9370.53,9204.44,-0.0002529525823456,-0.009855751561725,0.0271889493023789,2020-02-02 04:00:00,2020-02-02 08:00:00,9370.53,9120.0,113.93928571428582,133.25600000000003,0.02795366047144223,0.06173057814218956,compression,compression,0.009302747994021737,False
BTC,2020-02-04 08:00:00,2019-2020,9182.81,9120.0,0.0253404587463475,0.0546781879605418,0.0660710543000269,2020-02-04 08:00:00,2020-02-04 12:00:00,9182.81,9108.0,129.07142857142884,142.85820000000015,0.02477698198197583,0.06137189942810346,compression,compression,0.010274004676515873,True
BTC,2020-02-04 12:00:00,2019-2020,9206.47,9108.0,0.0298135399689543,0.0611362154532347,0.0654785183711198,2020-02-04 12:00:00,2020-02-04 16:00:00,9207.02,9093.01,134.62285714285736,145.44600000000014,0.02847614028499378,0.061370057655955,compression,compression,0.006581197107566052,False
BTC,2020-02-17 12:00:00,2019-2020,9633.45,9568.0,0.0202666906548019,0.0511696550237962,0.0050105487661106,2020-02-17 12:00:00,2020-02-17 16:00:00,9635.27,9452.67,190.7457142857142,164.31599999999997,0.08575191587368979,0.06129061181554449,expansion,expansion,0.006646997146307544,False
BTC,2020-02-19 20:00:00,2019-2020,9593.79,9452.67,0.0002740980965258,0.0086410886161358,0.0350887678698725,2020-02-19 20:00:00,2020-02-20 00:00:00,9594.65,9350.0,171.80285714285725,171.26860000000005,0.07409565659262801,0.06137189942810346,expansion,expansion,0.02077695915686471,False
BTC,2020-02-24 16:00:00,2019-2020,9601.09,9550.21,-0.0254366851001991,-0.0835925220898331,-0.1127679479011915,2020-02-24 16:00:00,2020-02-24 20:00:00,9601.14,9473.56,129.99285714285725,160.5636,0.03904795206222872,0.06143576371084876,compression,compression,0.033827043549989284,True
BTC,2020-02-25 20:00:00,2019-2020,9315.84,9281.0,-0.0586419982891644,-0.0543304277366901,-0.0888762170993581,2020-02-25 20:00:00,2020-02-26 00:00:00,9316.48,9250.0,165.7242857142858,160.63740000000004,0.06287312342838525,0.061388480320459723,expansion,expansion,0.0737579705716283,True
BTC,2020-02-26 08:00:00,2019-2020,9158.37,9111.0,-0.0394211619206956,-0.0645399042085137,-0.0572973513727205,2020-02-26 08:00:00,2020-02-26 12:00:00,9158.36,9102.0,183.52785714285736,158.84660000000008,0.09681197639448592,0.06142180400259201,expansion,expansion,0.06896686397082463,True
BTC,2020-05-04 04:00:00,2019-2020,8648.41,8573.98,0.0413535116604395,0.0418670508606998,0.1260410556084922,2020-05-04 04:00:00,2020-05-04 08:00:00,8648.42,8522.0,188.37999999999997,199.4680000000001,0.057522293843978056,0.06539471154072525,compression,compression,0.0067590360445889935,False
BTC,2020-05-21 08:00:00,2019-2020,9389.97,9326.0,-0.0241411122399565,-0.0234594768339616,-0.0703130073094228,2020-05-21 08:00:00,2020-05-21 12:00:00,9389.97,9228.0,191.59499999999974,216.22459999999984,0.05071869330797579,0.06614707330013148,compression,compression,0.06170150675149375,True
BTC,2020-05-21 16:00:00,2019-2020,9065.53,8949.74,0.0118635655438855,0.0126546436196495,-0.0152801830811222,2020-05-21 16:00:00,2020-05-21 20:00:00,9065.81,8815.0,214.61928571428547,225.4737999999999,0.06929024319515961,0.06614707330013148,compression,expansion,0.015084645248039725,False
