symbol,direction,side,signal_time,entry_time,exit_time,raw_entry_price,entry_price,raw_exit_price,exit_price,exit_reason,quantity,final_quantity,initial_notional,entry_equity,nominal_pct,gross_pnl,net_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding_cost,expectancy_r,holding_bars,holding_days
XRP,1,LONG,2021-04-05 08:00:00,2021-04-05 12:00:00,2021-04-29 00:00:00,0.709,0.7097089999999999,1.35852031,1.3571617896900001,ADX_EXIT,92340.84838549058,92164.22221215602,65535.13116681813,524281.04933454504,0.125,60054.75778011609,50201.47762007563,65.53513116681813,125.39889486614348,190.9340260329616,65.46966150530909,125.52441928542376,190.99408079073285,9471.35205321676,0.7660239130717379,141,23.5
LTC,1,LONG,2021-04-06 04:00:00,2021-04-06 08:00:00,2021-04-09 16:00:00,219.88,220.09987999999998,224.31,224.08569,ADX_EXIT,307.99103481666043,307.99103481666043,67788.78980422278,542310.3184337822,0.125,1364.4002842378077,412.42055531654705,67.78878980422277,69.01638355070537,136.80517335492814,67.72106873548397,69.08546901972592,136.8065377552099,678.3680178111229,0.006083904971716372,20,3.3333333333333335
ADA,1,LONG,2021-04-07 00:00:00,2021-04-07 04:00:00,2021-04-11 12:00:00,1.27047797,1.2717484479699999,1.225,1.223775,ADX_EXIT,57210.27470506023,57210.27470506023,72757.07806409769,582056.6245127815,0.125,-2601.80715672848,-3928.5759336050223,72.75707806409768,70.01250392718508,142.76958199128276,72.68439367042188,70.08258651370059,142.76698018412247,1041.2322147011366,-0.05399579034968965,26,4.333333333333333
LTC,1,LONG,2021-04-11 04:00:00,2021-04-11 08:00:00,2021-04-28 08:00:00,258.07,258.32806999999997,254.06,253.80594,ADX_EXIT,300.86347437352106,300.2879938023128,77721.48066840615,621771.8453472492,0.125,-1198.4691071037344,-4775.424871069214,77.72148066840614,76.36892235674638,154.0904030251525,77.6438368315671,76.44536772447375,154.08920455604084,3268.7761563842855,-0.06144279329215647,102,17.0
ADA,1,LONG,2021-04-12 00:00:00,2021-04-12 04:00:00,2021-04-28 16:00:00,1.32979,1.3311197899999998,1.29799364,1.2966956463600001,ADX_EXIT,60941.39010119385,60824.82365503855,81120.29039380922,648962.3231504738,0.125,-1923.9739501870706,-5463.817276687098,81.12029039380923,79.03616191528704,160.15645230909627,81.03925114265287,79.1152771924758,160.15452833512867,3219.5323458558023,-0.06735450835003513,99,16.5
BTC,1,LONG,2021-04-13 12:00:00,2021-04-13 16:00:00,2021-04-29 16:00:00,63414.91,63478.324909999996,53748.77,53695.02123,ADX_EXIT,0.9439764767882882,0.9421708733556999,59922.04550096403,697880.2634289339,0.08586293185387664,-9106.732116904222,-10280.511779120076,59.92204550096403,50.70469574954142,110.62674125050546,59.86218331763905,50.7554512007406,110.61763451837965,952.535286446967,-0.1715647670764958,96,16.0
ETH,1,LONG,2021-04-13 20:00:00,2021-04-14 00:00:00,2021-04-26 12:00:00,2303.15,2305.45315,2518.65,2516.13135,ADX_EXIT,5.901614400547726e-07,5.901614400547726e-07,0.0013605895509828116,711380.88944267,1.9126034606422486e-09,0.0001271797903318035,9.683633861231681e-05,1.3605895509828116e-06,1.4849237008829592e-06,2.845513251865771e-06,1.3592303206619915e-06,1.486410110993941e-06,2.8456404316559323e-06,2.4652298035964974e-05,0.07117233741973676,75,12.5
SOL,1,LONG,2021-04-22 04:00:00,2021-04-22 08:00:00,2021-04-30 12:00:00,37.8,37.837799999999994,43.017685,42.974667315,ADX_EXIT,2766.122921969183,2766.122921969183,104664.00589688554,837312.0471750844,0.125,14432.758078114784,13383.20496445567,104.66400589688554,118.87321232402134,223.53721822090688,104.55944645042729,118.99220452855643,223.55165097898373,602.4642444592246,0.12786826617013625,49,8.166666666666666
BNB,1,LONG,2021-04-24 04:00:00,2021-04-24 08:00:00,2021-04-27 20:00:00,514.751,515.2657509999999,562.363,561.800637,ADX_EXIT,191.61863727631155,191.61863727631155,98734.52104177524,789876.1683342019,0.125,9123.346557999761,8565.215276629691,98.73452104177524,107.65147248290378,206.385993524679,98.63588515660578,107.75923171461932,206.3951168712251,145.35017097416676,0.0867499551955662,21,3.5
DOGE,1,LONG,2021-04-29 12:00:00,2021-04-29 16:00:00,2021-05-12 16:00:00,0.31171255,0.31202426254999993,0.47245,0.47197754999999997,ADX_EXIT,344748.1490298251,344748.1490298251,107569.78696650866,860558.2957320693,0.125,55413.93836727406,51249.38151616498,107.56978696650866,162.71338674613173,270.2831737126404,107.46232464185096,162.87626300914542,270.3385876509964,3623.9350897454456,0.47642914392050656,78,13.0
