symbol,onboard_date,delist_date,source
TANSSIUSDT,2025-07-09,2026-01-21,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
AINUSDT,2025-07-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CROSSUSDT,2025-07-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
PUMPUSDT,2025-07-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CUSDT,2025-07-15,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TACUSDT,2025-07-15,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
VELVETUSDT,2025-07-15,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ERAUSDT,2025-07-17,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TAUSDT,2025-07-21,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CVXUSDT,2025-07-23,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SLPUSDT,2025-07-23,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TAGUSDT,2025-07-25,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ZORAUSDT,2025-07-25,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ESPORTSUSDT,2025-07-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TREEUSDT,2025-07-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ZRCUSDT,2025-07-29,2026-01-21,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
A2ZUSDT,2025-07-30,2026-03-24,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
NAORISUSDT,2025-07-31,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
PLAYUSDT,2025-07-31,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
PROVEUSDT,2025-08-05,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TOWNSUSDT,2025-08-05,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ALLUSDT,2025-08-06,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CARVUSDT,2025-08-07,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
INUSDT,2025-08-07,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
YALAUSDT,2025-08-07,2026-02-10,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
AIOUSDT,2025-08-13,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
XNYUSDT,2025-08-13,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
USELESSUSDT,2025-08-15,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
DAMUSDT,2025-08-18,2026-04-29,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CUDISUSDT,2025-08-20,2026-01-30,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SAPIENUSDT,2025-08-20,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
XPLUSDT,2025-08-22,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
WLFIUSDT,2025-08-23,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SOMIUSDT,2025-08-25,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BASUSDT,2025-08-26,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BTRUSDT,2025-08-27,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
MITOUSDT,2025-08-28,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
HEMIUSDT,2025-08-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
LINEAUSDT,2025-09-01,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
QUSDT,2025-09-02,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ARIAUSDT,2025-09-03,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
PTBUSDT,2025-09-03,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TAKEUSDT,2025-09-03,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
OPENUSDT,2025-09-08,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
AVNTUSDT,2025-09-09,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
FLOCKUSDT,2025-09-09,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SKYUSDT,2025-09-09,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
HOLOUSDT,2025-09-11,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
UBUSDT,2025-09-12,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
XPINUSDT,2025-09-12,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ZKCUSDT,2025-09-15,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
0GUSDT,2025-09-17,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
STBLUSDT,2025-09-17,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TOSHIUSDT,2025-09-17,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BARDUSDT,2025-09-18,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ASTERUSDT,2025-09-19,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TRADOORUSDT,2025-09-19,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BLESSUSDT,2025-09-23,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
FLUIDUSDT,2025-09-24,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
COAIUSDT,2025-09-25,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
AKEUSDT,2025-09-26,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
HANAUSDT,2025-09-26,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
MIRAUSDT,2025-09-26,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ORDERUSDT,2025-09-26,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
LIGHTUSDT,2025-09-27,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
FFUSDT,2025-09-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
XANUSDT,2025-09-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
EDENUSDT,2025-09-30,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
VFYUSDT,2025-09-30,2026-03-17,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
NOMUSDT,2025-10-01,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TRUTHUSDT,2025-10-01,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
2ZUSDT,2025-10-02,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
EVAAUSDT,2025-10-03,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
LYNUSDT,2025-10-06,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
KGENUSDT,2025-10-07,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
4USDT,2025-10-08,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
GIGGLEUSDT,2025-10-09,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
MONUSDT,2025-10-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
YBUSDT,2025-10-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
METUSDT,2025-10-11,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
EULUSDT,2025-10-13,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CLOUSDT,2025-10-14,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ENSOUSDT,2025-10-14,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
RECALLUSDT,2025-10-15,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
LABUSDT,2025-10-17,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
RIVERUSDT,2025-10-17,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ZBTUSDT,2025-10-17,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
RVVUSDT,2025-10-18,2026-02-10,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
币安人生USDT,2025-10-20,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BLUAIUSDT,2025-10-21,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TURTLEUSDT,2025-10-22,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
APRUSDT,2025-10-23,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ONUSDT,2025-10-24,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
42USDT,2025-10-27,2026-01-30,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
COMMONUSDT,2025-10-27,2026-01-30,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ATUSDT,2025-10-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
KITEUSDT,2025-10-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CCUSDT,2025-10-31,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
MMTUSDT,2025-11-04,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TRUSTUSDT,2025-11-05,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
FOLKSUSDT,2025-11-06,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
STABLEUSDT,2025-11-06,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
UAIUSDT,2025-11-06,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
JCTUSDT,2025-11-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ALLOUSDT,2025-11-11,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BEATUSDT,2025-11-12,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CLANKERUSDT,2025-11-12,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
PIEVERSEUSDT,2025-11-14,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SENTUSDT,2025-11-14,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BOBUSDT,2025-11-21,2026-04-28,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
IRYSUSDT,2025-11-26,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
RLSUSDT,2025-12-02,2026-04-08,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
POWERUSDT,2025-12-06,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
NIGHTUSDT,2025-12-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
WETUSDT,2025-12-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CYSUSDT,2025-12-12,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
USUSDT,2025-12-12,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
RAVEUSDT,2025-12-14,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
GUAUSDT,2025-12-21,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
IRUSDT,2025-12-21,2026-04-29,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ZKPUSDT,2025-12-21,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
LITUSDT,2025-12-23,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BREVUSDT,2025-12-30,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
COLLECTUSDT,2025-12-31,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
MAGMAUSDT,2025-12-31,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ZAMAUSDT,2026-01-09,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
FOGOUSDT,2026-01-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
FRAXUSDT,2026-01-15,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SPORTFUNUSDT,2026-01-16,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
AIAUSDT,2026-01-20,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ACUUSDT,2026-01-21,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
我踏马来了USDT,2026-01-21,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ELSAUSDT,2026-01-22,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SKRUSDT,2026-01-22,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
FIGHTUSDT,2026-01-23,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SPACEUSDT,2026-01-23,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BIRBUSDT,2026-01-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
GWEIUSDT,2026-01-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
INXUSDT,2026-01-30,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
MEGAUSDT,2026-01-30,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
TRIAUSDT,2026-02-06,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ESPUSDT,2026-02-10,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
AZTECUSDT,2026-02-11,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
OPNUSDT,2026-02-21,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ROBOUSDT,2026-02-27,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
KATUSDT,2026-03-02,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
MANTRAUSDT,2026-03-04,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
龙虾USDT,2026-03-11,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CFGUSDT,2026-03-16,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
EDGEUSDT,2026-03-19,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BSBUSDT,2026-03-25,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
XAUTUSDT,2026-03-26,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BASEDUSDT,2026-03-30,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
PRLUSDT,2026-04-01,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CHIPUSDT,2026-04-16,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
GENIUSUSDT,2026-04-16,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
OPGUSDT,2026-04-22,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
AIGENSYNUSDT,2026-04-29,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BILLUSDT,2026-05-07,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
PHAROSUSDT,2026-05-14,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
STARUSDT,2026-05-14,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
CTRUSDT,2026-05-28,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
SLXUSDT,2026-06-01,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
BTWUSDT,2026-06-04,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
ZESTUSDT,2026-06-04,,Binance fapi/v1/exchangeInfo; data.binance.vision monthly/daily klines HEAD probe
